,tweet,user,location,label,split
496,"rt @shivanjalingo: 4 #oxygen and 4 #icu without ventilators available at ganpati ent hospital, #jaipur
contact-8004219000
verified by @shiv…",Yamutarak18,"Andhrapradesh,India",0,0.5084465617953111
497,"rt @shivanjalingo: 6 #oxygen, 2 #icu without #ventilator and 4 #isolationbeds available at #hyderabad, avasa hospital
contact-7730012233
ve…",Yamutarak18,"Andhrapradesh,India",0,0.1930346679509771
498,"rt @teamsosindia: #chennai #oxygen

#verified @ 15-may 10:38 pm ✅

kindly contact for oxygen concentrator
9962999609

#covid19indiahelp htt…",HarshaShettigar,,0,-0.33481044832148593
499,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",randhirbjp23s,,1,1.2247224756478747
500,"rt @shivanjalingo: 50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002
verif…",Yamutarak18,"Andhrapradesh,India",0,1.0132696360917726
501,"rt @kutturobin1: #oxygen support #cylinder

location : #kolkata
contact : 6291275298
( only for emergency. they will give support for 4 hou…",Rohitsidnaaz52,"Jalandhar,punjab",0,-0.6540405249845579
502,"rt @shivanjalingo: 70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at 12:48…",Yamutarak18,"Andhrapradesh,India",0,0.32891145204649364
503,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",kutchu96,Faridabad,0,0.419643723372307
505,"rt @avekshawelfare: oxygen cylinder available in ahmedabad👇👇

10ltrs cylinder 200/day rent &amp; 10k deposit 
contact : +91 9879797020

verifie…",jitenk_007,"Shimla, India",0,0.4592800946334324
506,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",ParasKGhelaanii,"Jamnagar, Delhi, Gandhinagar",1,-0.542466485769728
507,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,hearthacker41,kolkata,1,0.8141237456793091
508,rt @aiadmkofficial: honourable leader of opposition thiru. @epstamilnadu writes to honourable prime minister thiru. @narendramodi requestin…,Bmuthumanivann1,Dindigul,0,0.3064715718565506
509,"rt @sarswatshyam: 700 #oxygen beds available at
lok nayak hospital, #delhi
contact-08046820570
verified #delhi @sonal100605",TheWingsOfIndia,🇮🇳,0,-0.0065058317400527275
510,"rt @aaravseth_: #sunday4securedfuture is back in action.🤝
planted a #treeofhope🌳 to surpass this phase from my country &amp; world. 
lets plant…",WakioDorcas,"Ukunda, Kenya",0,-1.161402001774667
511,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",aps81751839,,0,-0.40197535229123355
513,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Challen39365422,,1,-0.518373922710647
516,"rt @jakerachoudhury: only #oxygen beds available here 👇

jr reddy lions club hospital -nagaram keesara
☎️ 7731930201
rampally main rd, tps…",marathon_market,,0,-1.4197899643347318
517,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",biharigurl,Uganda,1,-0.3965758732887604
519,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,SVK09_INC,"Jharkhand, India",1,0.6610221917280326
525,"rt @pavanjourno: experts from naval dockyard, vizag repaired 2major #oxygen plants at nellore &amp;srikalahasthi this morning, bringing major b…",Sahithtweets,"Hyderabad, India",0,0.7237012750874645
526,"now you can request for oxygen as well!
register at https://t.co/kaftzxpdgd 
#unitedbyblood
#delhifightscorona… https://t.co/nadamgxzwp",unitedbyblood18,,0,-1.2464448805585366
527,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,pjashish,,1,0.01248598760449655
529,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",ashu_k7,"Bihar, India",1,-0.5754635627322803
531,"rt @avekshawelfare: oxygen cylinder available in ahmedabad👇👇

10ltrs cylinder 200/day rent &amp; 10k deposit 
contact : +91 9879797020

verifie…",nikpatel_9,"Gujarat, India",0,-2.15145119971596
532,@chitraaum more power to you! feeling positive about media after watching your debate on bihar stocked up ambulance… https://t.co/egaln5zewm,Narenk90,"Pune, India",0,0.48681772904305065
533,"rt @pavanjourno: experts from naval dockyard, vizag repaired 2major #oxygen plants at nellore &amp;srikalahasthi this morning, bringing major b…",tdptrending,,0,-0.022650923026436634
534,"rt @shivanjalingo: 700 #oxygen beds available at
lok nayak hospital, #delhi
contact-08046820570
verified by @shivanjalingo  
at 1:17 pm on…",Gujju_Chhoro,,0,-0.825196839350662
535,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",BasudevOfficial,India,1,-0.25119016616751444
536,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",shashank_in3,"Surat, India",0,-1.4408840627750696
538,"#kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much m… https://t.co/an3lto1edk",SharmaKhemchand,Delhi,1,-0.6566490519562734
539,update for #oxygenrefilling in #delhi #delhincr #delhisos #verified by #pagcfoundation  #covidemergency2021… https://t.co/vmo7hd5zt1,PAGCfoundation,"Patna, India",0,0.9623490092826349
542,"rt @shivanjalingo: 700 #oxygen beds available at
lok nayak hospital, #delhi
contact-08046820570
verified by @shivanjalingo  
at 1:17 pm on…",alapati3636,"Hyderabad, India",0,-0.37768976346246885
543,"oxygen cylinder available in ahmedabad👇👇

10ltrs cylinder 200/day rent &amp; 10k deposit 
contact : +91 9879797020

ver… https://t.co/ub23dqy397",AvekshaWelfare,India,0,-0.940114798597297
544,"rt @vinaydokania: these lives could have been saved had modi not starved them of #oxygen.
#failendramodi #modimustresign #modimadedisaster…",Ashok45041686,Mangalore ,0,-0.3746287040109388
545,"experts from naval dockyard, vizag repaired 2major #oxygen plants at nellore &amp;srikalahasthi this morning, bringing… https://t.co/jr5bihqfmw",PavanJourno,"Hyderabad, India",0,0.11509543138010032
546,"700 #oxygen beds available at
lok nayak hospital, #delhi
contact-08046820570
verified by @shivanjalingo  
at 1:17 p… https://t.co/rro52djywz",shivanjalingo,,0,0.11266992937889915
547,"rt @covidhelpchd: for #ambulance with #oxygen service 
contact : 8292710851 
location : #patna 
verified 11:08 am  16.05
#covid19 #covideme…",irfankhan_027,,0,-0.7106261772559218
548,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",bh_yogesh,"Noida, India",0,-0.8090196160837851
549,"rt @iamrishabbiswas: 🆘 #urgent #sos
required : #icubed &amp; #oxygen
city : #siliguri
state : #westbengal
patient name : munisingh thapa
age :…",Anaya_kanojia,,0,-0.7287382801377159
550,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,arora_right,"नोएडा, भारत",1,-0.855374448096944
551,"rt @soutikbbc: when breath becomes air. 
via ⁦@indianexpress⁩ 
#covid19india #oxygen https://t.co/5gki1pdmuf",PrasunKaliB,Bangalore,0,-2.396110750271195
553,"rt @soutikbbc: when breath becomes air. 
via ⁦@indianexpress⁩ 
#covid19india #oxygen https://t.co/5gki1pdmuf",swapnil21791910,,0,1.4833063107449476
554,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,mrsinghCricUmp,"Mumbai, India",1,0.3277799857556012
555,"rt @shivanjalingo: 6 #oxygen, 2 #icu without #ventilator and 4 #isolationbeds available at #hyderabad, avasa hospital
contact-7730012233
ve…",Gujju_Chhoro,,0,2.0603465005310224
556,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,shoyab10,,1,0.15154549521408664
558,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Indianrider08,,1,0.06714215537930605
559,"rt @shivanjalingo: 4 #oxygen beds available at 
ambedkar nagar hospital, #delhi
contact-01126052016
verified by @shivanjalingo  
at 1:09 pm…",Gujju_Chhoro,,0,1.9147171556954148
562,"verified oxygen leads on 16.05.21 (please note these are changing every minute)
thread 1/2
#wbcan #covid19india… https://t.co/pkqy4gg2js",WBCAN2,"West Bengal, India",0,-0.6336267071428489
563,"rt @jai_amma: shortage of hospital beds, icu and #oxygen beds being reported in #tamilnadu -  everyone out there needs to stay safe. in cas…",Venkprasaj,India,0,0.2865620793337576
565,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",Jhinger47,,0,0.4235649344242843
566,"rt @shivanjalingo: 4 #oxygen beds available at 
ambedkar nagar hospital, #delhi
contact-01126052016
verified by @shivanjalingo  
at 1:09 pm…",alapati3636,"Hyderabad, India",0,1.095196722337543
567,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",AjayPSPKCult,,0,0.6806572367035628
568,"rt @shivanjalingo: 2 #oxygen, 2 #isolation, 4 #icu with #ventilators available at pride hospital
#lucknow
contact-9169832785
verified by @s…",2t0Tango,La-c'est-La-vie-Land,0,1.3876704306771623
571,"rt @shivanjalingo: 50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002
verif…",2t0Tango,La-c'est-La-vie-Land,0,1.1807253353579965
573,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",abhijit1146,India,0,2.2854142796876333
574,"#prayagraj #verified #allahabad
12 litres oxygen cans
contact: 09305377243
verified @ 01:15 pm on may 16
💯 pure oxy… https://t.co/j1hhzeb6p7",imrishabh007,"Mumbai, India",0,0.5976389313477171
575,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,ilyas49paner,United Arab Emirates,1,0.12422082919721328
578,"rt @kutturobin1: #oxygen support #cylinder

location : #kolkata
contact : 6291275298
( only for emergency. they will give support for 4 hou…",MAGICIANS987,,0,1.4819741576379006
579,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Madan2014Madan,,0,0.09957761352781495
581,"rt @soutikbbc: when breath becomes air. 
via ⁦@indianexpress⁩ 
#covid19india #oxygen https://t.co/5gki1pdmuf",sarkararita,Bombay,0,1.7208465812019336
582,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,RAMESHSHAHA,RATNAGIRI - MAHARASHTRA,1,-0.4884924227616238
583,"rt @kutturobin1: #oxygen support #cylinder

location : #kolkata
contact : 6291275298
( only for emergency. they will give support for 4 hou…",gyani__babaa,Cyprus,0,0.43463975334577903
584,"rt @concor_india: @concor_india, #oxygen tank contrs.moved by #railway across 🇮🇳 for #covid19 2 #trains 4 #andhra pradesh

1 -     40mt o2…",ConcorNcr,,0,1.1476093417536861
587,"rt @shivanjalingo: 4 #oxygen and 4 #icu without ventilators available at ganpati ent hospital, #jaipur
contact-8004219000
verified by @shiv…",Gujju_Chhoro,,0,0.11073844976692408
589,"rt @autosandeep: #himantabiswasarma yet again rocks #oxygen #covid19india 
from state to centre to abroad: how india got #bhutan o2 supply…",autosandeep,Jaipur,0,-0.8372971437731944
591,"rt @jai_amma: shortage of hospital beds, icu and #oxygen beds being reported in #tamilnadu -  everyone out there needs to stay safe. in cas…",SanthoshRaman6,"Chennai, India",0,-0.5436044894900389
592,"#himantabiswasarma yet again rocks #oxygen #covid19india 
from state to centre to abroad: how india got #bhutan o2… https://t.co/sqw9l2hrf1",autosandeep,Jaipur,0,0.7469429920419323
593,"rt @iamrishabbiswas: 🆘 #urgent #sos
required : #icubed &amp; #oxygen
city : #siliguri
state : #westbengal
patient name : munisingh thapa
age :…",Addict1dA1,"15 Yemen road, Yemen",0,-2.6065243330088275
594,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",VeerKhokhar8,,0,-0.6757844739746639
595,"rt @concor_india: @concor_india, #oxygen tank contrs.moved by #railway across 🇮🇳 for #covid19 2 #trains 4 #andhra pradesh

1 -     40mt o2…",AmitjainfbdJain,,0,1.107161028612107
596,rt @concor_india: 2nd #oxygenexpress 4 #hyderabad with 80mt of #oxygen frm jamnagar arrived at @concor_india #sanathnagar terminal on 15th…,ConcorNcr,,0,0.779929862997923
598,"rt @soutikbbc: when breath becomes air. 
via ⁦@indianexpress⁩ 
#covid19india #oxygen https://t.co/5gki1pdmuf",tiwarigaurav,New Delhi,0,0.8700756886929136
599,"rt @vanarambh: #monsoon is at the doorstep!
#showers of #life will come down on mother #earth. surroundings will get transformed to an epic…",aniket_dumbare,,0,0.23863919475327233
600,"rt @aaravseth_: #sunday4securedfuture is back in action.🤝
planted a #treeofhope🌳 to surpass this phase from my country &amp; world. 
lets plant…",madlove_love,,0,0.3366295691190617
601,"rt @concornwr: to provide uninterrupted #o2 to #covid-19 patients,@concor_india is moving #oxygen trains across india. #oxygenexpress train…",shankarmaz46,,0,0.9723945710225028
602,"rt @shiva_tadi: we have #oxytech #oxygen #concentrator in #hyderabad for immediate delivary ,please ping me at whatsup - 8978045372",Imcckr,"Nagarkurnool, India",0,0.05662522647533899
603,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",manish7452,"New Delhi, India",0,-1.5386736686414926
607,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Manishikanand,"Ohio, USA",0,-0.282503459590034
608,"rt @shivanjalingo: 50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002
verif…",Vickster469,Boredom,0,-0.24738572134407913
609,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,dillonpunjabiG,"Arunachal Pradesh, India",1,1.2734118424817455
612,"we have #oxytech #oxygen #concentrator in #hyderabad for immediate delivary ,please ping me at whatsup - 8978045372",Shiva_Tadi,"Hyderabad, India",0,-0.6389529662198664
614,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,rghansoli,Dream Island,1,-0.9226803393059216
615,"rt @sarswatshyam: 4 #oxygen and 4 #icu without ventilators available at ganpati ent hospital, #jaipur
contact-8004219000
verified 
at 1:02p…",TheWingsOfIndia,🇮🇳,0,-1.4130803584905944
616,"rt @concornwr: to provide uninterrupted #o2 to #covid-19 patients,@concor_india is moving #oxygen trains across india. #oxygenexpress train…",ConcorW,Mumbai,0,-1.3426791471187272
617,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",kapuriavishal,Ahmedabad,0,-0.7730605668682897
618,"rt @awhadspeaks: 75 people die in a government hospital in #goa without #oxygen 
not a word of criticism ?
no question asked ?
no resignati…",tapal_adv,,1,-0.9575258411398242
620,"rt @concorarea3: @concor_india has been moving #oxygen tank containers by rail across india for covid19
2 trains for #andhra pradesh-1. 40…",ConcorW,Mumbai,0,0.05365703908925153
622,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",sugnanags,,0,-0.1420896718488507
623,"rt @vmbjp: thanks to @railminindia &amp; @piyushgoyal ji for providing kerala with 118 mt of oxygen. 

the first oxygen train to kerala arrived…",sunil2310,Bangalore,0,0.6881291835078438
624,rt @concorarea3: 2nd consignment for #hyderabad with 80 mt of #oxygen (lmo) in 4 cryogenic tank containers of 20 mt each from jamnagar has…,ConcorW,Mumbai,0,0.2571674764890664
625,"rt @shivanjalingo: 6 #oxygen beds, 4 #isolation beds, 2 #icu without ventilators available at
avasa hospital, #hyderabad
contact-7730012233…",26wpg,,0,0.7143631247534912
628,"rt @mahendermanral: for the lack of #oxygen.  

https://t.co/9ojehvt9mr https://t.co/mt21i0ntlo",OhDearKarma,,1,-0.2525021158496994
631,"rt @shivanjalingo: 50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002
verif…",Sushmitav1,"Mumbai, Jharkhand India",0,-1.8083346666707316
633,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,ashishshukla106,mumbai ,1,1.2501316484431735
634,rt @mkkannanmani: honourable leader of opposition thiru. @epstamilnadu writes to honourable prime minister thiru. @narendramodi requesting…,suryaITwing,மேட்டுப்பாளையம் ,0,0.23467640672882592
636,"rt @shivanjalingo: 70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at 12:48…",TrinanjanChakr4,,0,-0.7924815279565751
637,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,ravinan30310294,India,1,-1.1735289683078993
639,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,RajatKu95415376,"New Delhi, India",1,-0.010702273706875534
640,rt @aiadmkofficial: honourable leader of opposition thiru. @epstamilnadu writes to honourable prime minister thiru. @narendramodi requestin…,hemanth1981998,Chidambaram,0,0.6239513312423817
641,the department of science and technology sanctions production of oxygen concentrators built by an iit startup.… https://t.co/swwvjirzaw,KCRamamurthy_MP,Bangalore,0,-0.5367622878270555
643,"rt @shivanjalingo: 2 #oxygen, 2 #isolation, 4 #icu with #ventilators available at pride hospital
#lucknow
contact-9169832785
verified by @s…",Gujju_Chhoro,,0,0.5049902393426523
644,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",AishwaryaSing15,India,0,0.7849006506342467
645,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Sandeep93248761,,0,1.227972739719309
647,"so sorry!

#oxygen https://t.co/ybpcgi922s",HemrajBaghel1,"Vidisha, India",1,-0.8725172439125392
648,"covid-19: kashmir's #ngos step in to deliver #oxygen food and support.
the sos arrived in the dead of the night – a… https://t.co/2nvdz4krok",fights_covid19,Jammu & Kashmir ,1,0.9931541440699434
650,"rt @anshul18515888: #varanasi #oxygen #concentrator #indiafightscorona #covidrelief 
oxygen concentrators of 5l in varanasi
• for rent, ₹80…",Aniketl9,India,0,0.1970612439507484
651,"rt @shivanjalingo: 6 #oxygen beds, 4 #isolation beds, 2 #icu without ventilators available at
avasa hospital, #hyderabad
contact-7730012233…",ch2007sai2,vijayawada,0,0.7757538068182673
652,"✅ #𝐕𝐞𝐫𝐢𝐟𝐢𝐞𝐝   
#hyderabad
oxygen cylinder available

phone: 9966010634
location: hyderabad 

last verified 16 may,… https://t.co/s3jkfmuk01",akupofficial,,0,-1.320540327168907
653,rt @pagcfoundation: update for #oxygenrefilling in #delhi #delhincr #delhisos #verified by #pagcfoundation  #covidemergency2021 #covid19 #c…,doctormonica_,India,0,-0.08936200207844172
655,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",shubhayush,"खेरली, Rajasthan",0,0.1895197943480848
656,"shortage of hospital beds, icu and #oxygen beds being reported in #tamilnadu -  everyone out there needs to stay sa… https://t.co/ruxeajlc5v",jai_amma,"Chennai, India",1,0.7609809724111327
658,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",Priyanka081078,,0,-0.9201881707200791
660,rt @concor_india: 2nd #oxygenexpress 4 #hyderabad with 80mt of #oxygen frm jamnagar arrived at @concor_india #sanathnagar terminal on 15th…,Jyoti1277443661,"नई दिल्ली, भारत",0,-0.5835094557823953
662,"6 #oxygen, 2 #icu without #ventilator and 4 #isolationbeds available at #hyderabad, avasa hospital
contact-77300122… https://t.co/yxrtvv9tid",shivanjalingo,,0,-1.3920967375285926
663,update for #oxygenrefilling in #delhi #delhincr #delhisos #verified by #pagcfoundation  #covidemergency2021… https://t.co/5fgzx4e7yt,PAGCfoundation,"Patna, India",0,-0.8056057544182623
665,"#varanasi #oxygen #concentrator #indiafightscorona #covidrelief 
oxygen concentrators of 5l in varanasi
• for rent,… https://t.co/dpmmsigtit",Anshul18515888,"New Delhi, India",0,0.10176952785613635
666,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",JKP_MBBlr,India,0,-0.04051654976502278
667,"rt @shivanjalingo: 50 #oxygen beds and 7 #icu with #ventilators available at
know advance neuro hospital, #lucknow
contact-9415022002
verif…",DRMMJOSHI1,India,0,-0.7839568439494768
668,rt @sangmaconrad: today we discussed the setting up of oxygen plants in all districts &amp; plans to set in motion the community isolation cent…,KalyanS90537963,,1,0.5986960650315442
669,"rt @rotaractusme: ‼️oxygen refill - delhi‼️

vinayak oxygen
24x7 oxygen available

9868827510

b93, mayapuri, delhi

carry aadhaar card &amp; d…",sam_5ab,,0,-0.6249655065592944
670,"rt @poorneslakshman: reliance  எனும் corporate company 😂😂 #dmkfails
#resignstalin
#தமிழகத்தின்_முட்டாள்_முதல்வர்
#reliance
#ambani 
#diesel…",SanthoshRaman6,"Chennai, India",0,-0.4111721561769733
671,"rt @iamdusara: 83 persons die in goa hospitals due to lack of #oxygen

but bhakts are busy tracking israel developments.

#indianlivesmatter",RubyDPMC,Delhi,1,-0.2417657052210952
672,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,radhikamadhu,,1,0.6913145572475392
673,rt @pagcfoundation: update for #oxygenrefilling in #dehradun #uttarakhand #verified by #pagcfoundation  #covidemergency2021 #covid19 #covid…,NitinJoshi_1985,"Dehradun, India",0,0.1787657394017173
675,"rt @anupamrajsingh2: 2.15 lkh #trees ,mostly endemic and medicinal, to be chopped in draught prone bundelkhand. wildlife losses- huge. 5.59…",alviro07,Mumbai,1,0.5724187369681896
678,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",Rajesh40578304,,0,-0.8761320632024608
679,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,khr6655,,1,-0.34379066613776876
680,"rt @concornwr: to provide uninterrupted #o2 to #covid-19 patients,@concor_india is moving #oxygen trains across india. #oxygenexpress train…",RajeshMakhijan5,"New Delhi, India",0,0.13826669559024474
681,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,Khadim_Dar,"Srinagar, Kashmir",1,-0.7705087170487761
682,"rt @concornwr: to provide uninterrupted #o2 to #covid-19 patients,
@concor_india is moving #oxygen trains across india. #oxygenexpress trai…",RajeshMakhijan5,"New Delhi, India",0,-1.637706198602957
683,"2 #oxygen, 2 #isolation, 4 #icu with #ventilators available at pride hospital
#lucknow
contact-9169832785
verified… https://t.co/cnqeih5cuf",shivanjalingo,,0,0.46118646736308394
685,"rt @concorarea3: @concor_india has been moving #oxygen tank containers by rail across india for covid19
2 trains for #andhra pradesh-1. 40…",RajeshMakhijan5,"New Delhi, India",0,-1.3591709494077087
686,"rt @sreekanth324: 2 #oxygen beds with #bipap available at
sri ramakrishan hospital #hyderabad
contact- 9986618040
verified 
at 11:58 am on…",mr_shannu_,"Vishakhapatnam, India",0,-0.5159020828409192
687,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,RajeshS43716565,,1,0.21390117873698683
688,rt @concorarea3: 2nd consignment for #hyderabad with 80 mt of #oxygen (lmo) in 4 cryogenic tank containers of 20 mt each from jamnagar has…,RajeshMakhijan5,"New Delhi, India",0,-0.20462391111884284
689,"rt @rajan_tewari: attention ⚠️

this is not a mere allegation by bjp that they can deny....

inox director has outrightly said @aamaadmipar…",nav2b,FARIDABAD,0,1.003452153074336
690,"rt @j_yduvnsi: free oxygen concentrator delhi/ncr... #oxygen at your door !👇👇
give a missed call-  📞022-61403615
@sonusood sir
❤❤❤❤❤ 
https…",RiteshY15653204,,0,-0.20812641320033912
691,"rt @mrraviamb: free oxygen concentrator delhi/ncr... #oxygen at your door !
give a missed call-  📞022-61403615 https://t.co/nzuc3xjqfz",RiteshY15653204,,0,0.3305621739759444
693,"rt @vikramdevinc: #oxygen #concentrator available in #jaipur 

contact : +919465872595

verified on 16th may at 11:20 am by @teamkohinoor @…",PilotSarkaar,"Nagaur, India",0,-1.1370409503831802
694,"rt @soutikbbc: when breath becomes air. 
via ⁦@indianexpress⁩ 
#covid19india #oxygen https://t.co/5gki1pdmuf",hostusmostus,,0,0.6097927422848991
695,"rt @bsindia: 13,169 #oxygen cylinders and 490,000 #remdesivir vials delivered to states: govt

https://t.co/udivtmm0si",Porag_Majhi,"Dhaka, Bangladesh",0,1.456747215952984
697,"rt @blrairport: two air india flights carrying 34,200 kgs of zeolite, arrived from rome at @blrairport today. this is the first of the many…",MadhukeshwarH,"Ahmedabad, India",0,1.7190841603266027
698,rt @drshamamohd: 8 more people die due to lack of #oxygen at goa hospital. the total death toll is now 83. what a senseless loss of life! i…,imChikku_,India,1,0.015034754287425423
699,rt @newindianxpress: @gsvasu_tnie @xpresskerala @mskiranprakash kerala's first #oxygenexpress carrying 118 mt of medical #oxygen arrived at…,xpresskerala,KOCHI,0,-0.026904677428443328
701,"rt @covidresindia: ranchi oxygen cylinders available.
#verified 
#ranchi #oxygen #oxygencylinders #covid… https://t.co/dilipmjnla",FilmyPlus,India,0,1.044919522543612
702,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",Neerajb45388419,,0,1.3412197454578687
703,"ranchi oxygen cylinder refill available.
#verified 
#ranchi #oxygenrefilling #oxygen
#ranchifightscorona
#covid… https://t.co/9v1vydfzrp",CovidResIndia,,0,0.720224758303498
704,"#dehradun

##oxygen verified lead

verified at- 11:38am (16may)

@teamuttisht 
@indunitedngo 
@thenationcare https://t.co/z2mujzrgtq",aastha09972449,,0,-1.1277066390727537
705,"#ranchi #oxygen #refilling #cylinder #indiafightscorona #covidrelief
oxygen cylinders on rent in ranchi 
contact 93… https://t.co/av9muqliaw",Anshul18515888,"New Delhi, India",0,-0.07517067656391795
706,"rt @whoanshuman: #chennai #oxygen

streetvision trust
9444038410, 9884655925, 
9840038410, 8939384104

#verified 16th may

#sos #soschennai",TheFreedomNews2,India,0,-1.984095410205022
707,"#ranchi #indiafightscorona #oxygen #concentrator #covidrelief
contact 7903187993 for oxygen concentrator 
they are… https://t.co/cqjjaldfdp",Anshul18515888,"New Delhi, India",0,-0.7953347097703541
709,"rt @shivanjalingo: 70+ #oxygen beds available at
acharya shree bhikshu hospital, #delhi
no-9667136071
verified by @shivanjalingo  
at 12:48…",Raj8589,"Hyderabad, India",0,-0.7670351561700735
711,@gsvasu_tnie @xpresskerala @mskiranprakash kerala's first #oxygenexpress carrying 118 mt of medical #oxygen arrived… https://t.co/lnwta7jcrg,NewIndianXpress,Chennai,0,-0.29792738266701085
